1.5,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.08333333333,0.100349791625,0.205203919861,0.0,0.0,0,1
-7.5,0.0,3.0,0.0,0.0,2.0,0.5,0.0,0.5,0.32528365252,0.487500697879,0.0294117647059,0.0,0,0
-4.5,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.5,0.206309839458,0.235720940114,0.0294117647059,0.0294117647059,0,0
4.5,0.0,9.0,0.0,0.0,9.0,0.0,0.0,0.207317073171,0.209597302636,0.216157769621,0.207317073171,0.207317073171,1,0
1.5,0.0,9.0,0.0,0.0,9.0,0.0,0.0,0.207317073171,0.0804505904758,0.123221518853,0.207317073171,0.207317073171,0,0
-1.5,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.485714285714,0.0830071744616,0.136608156754,0.257142857143,0.257142857143,0,1
-4.5,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.5,0.206309839458,0.235720940114,0.0294117647059,0.0294117647059,0,0
-7.5,0.0,3.0,0.0,0.0,2.0,0.5,0.0,0.5,0.32528365252,0.487500697879,0.0294117647059,0.0,0,0
10.5,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.739130434783,0.342341616097,0.335499947186,0.0,0.0,0,1
7.5,0.0,2.0,0.0,0.0,3.0,0.0,0.666666666667,0.541666666667,0.472348823615,0.319414667547,0.0,0.0,0,1
4.5,0.0,2.0,0.0,0.0,3.0,0.0,0.666666666667,0.541666666667,0.288795197596,0.213516278438,0.0,0.0,0,1
1.5,0.0,2.0,0.0,0.0,3.0,0.0,0.333333333333,0.541666666667,0.150748275604,0.155666403839,0.0,0.0,0,0
10.5,0.0,2.0,0.0,0.0,3.0,0.0,0.666666666667,0.541666666667,0.667286304953,0.441618273435,0.0,0.0,0,1
-1.5,0.0,2.0,0.0,1.0,3.0,0.0,0.333333333333,0.549019607843,0.111163823567,0.137254693306,0.0,0.0,0,1
4.5,0.0,2.0,0.0,0.0,3.0,0.0,0.333333333333,0.549019607843,0.329002131468,0.198031132621,0.0,0.0,0,0
-4.5,0.0,2.0,0.0,1.0,3.0,0.0,0.333333333333,0.549019607843,0.290432114165,0.24893819377,0.0,0.0,0,0
-1.5,0.0,2.0,0.0,1.0,3.0,0.0,0.333333333333,0.549019607843,0.111163823567,0.137254693306,0.0,0.0,0,1
-7.5,0.0,2.0,0.0,0.0,3.0,0.0,0.333333333333,0.56,0.467164805533,0.362749574834,0.0,0.02,0,0
-4.5,0.0,2.0,0.0,0.0,3.0,0.0,0.333333333333,0.56,0.280503585128,0.238899597117,0.0,0.02,0,1
-1.5,0.0,2.0,0.0,0.0,3.0,0.0,0.333333333333,0.56,0.126808015188,0.129866225393,0.0,0.02,0,1
1.5,0.0,2.0,0.0,0.0,3.0,0.0,0.333333333333,0.56,0.169821168877,0.100921526271,0.0,0.02,0,1
-7.5,0.0,2.0,0.0,0.0,3.0,0.0,0.333333333333,0.549019607843,0.483333008265,0.36566211252,0.0,0.0,0,0
-4.5,0.0,2.0,0.0,0.0,3.0,0.0,0.333333333333,0.549019607843,0.288545467603,0.236175937094,0.0,0.0,0,1
-1.5,0.0,2.0,0.0,0.0,3.0,0.0,0.333333333333,0.549019607843,0.120612214076,0.119270931099,0.0,0.0,0,1
-1.5,0.0,2.0,0.0,0.0,3.0,0.0,0.333333333333,0.549019607843,0.120612214076,0.119270931099,0.0,0.0,0,1
-7.5,0.0,2.0,0.0,0.5,3.0,0.0,0.333333333333,0.56,0.468584208196,0.356400258677,0.0,0.02,0,0
-4.5,0.0,2.0,0.0,0.0,3.0,0.0,0.333333333333,0.56,0.279860651153,0.230905563235,0.0,0.02,0,1
-1.5,0.0,2.0,0.0,0.0,3.0,0.0,0.333333333333,0.56,0.118513227155,0.117955123533,0.0,0.02,0,1
